"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Qatar","QAT","2017","37.621",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Qatar","QAT","2016","46.581",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Qatar","QAT","2012","38.750",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Qatar","QAT","2011","41.429",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Qatar","QAT","2010","49.367",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Qatar","QAT","2009","50.685",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Qatar","QAT","2008","55.789",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Qatar","QAT","2007","56.731",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Qatar","QAT","2003","58.750",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Qatar","QAT","2002","64.706",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Qatar","QAT","2001","76.786",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Romania","ROU","2016","33.194",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Romania","ROU","2015","32.708",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Romania","ROU","2014","33.058",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Romania","ROU","2013","30.071",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Romania","ROU","2011","29.385",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Romania","ROU","2010","31.092",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Romania","ROU","2009","23.656",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Romania","ROU","2008","32.530",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Rwanda","RWA","2018","39.082",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Rwanda","RWA","2017","35.449",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Samoa","WSM","2000","40.000",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Samoa","WSM","1999","63.793",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Samoa","WSM","1998","63.158",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Saudi Arabia","SAU","2018","46.017",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Saudi Arabia","SAU","2017","46.294",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Saudi Arabia","SAU","2016","43.612",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Saudi Arabia","SAU","2015","40.220",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Saudi Arabia","SAU","2012","32.136",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Saudi Arabia","SAU","2011","56.389",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Saudi Arabia","SAU","2010","63.511",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Saudi Arabia","SAU","2009","50.182",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Saudi Arabia","SAU","2008","50.151",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Saudi Arabia","SAU","2007","50.269",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Saudi Arabia","SAU","2006","44.022",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Saudi Arabia","SAU","2005","15.125",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Saudi Arabia","SAU","2004","13.271",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Serbia","SRB","2018","28.555",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Serbia","SRB","2017","25.755",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Serbia","SRB","2016","27.106",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Serbia","SRB","2015","28.053",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Serbia","SRB","2012","26.432",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Serbia","SRB","2011","28.643",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Serbia","SRB","2010","31.829",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Serbia","SRB","2009","36.873",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Serbia","SRB","2008","34.289",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Serbia","SRB","2007","41.341",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Seychelles","SYC","2018","21.429",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Seychelles","SYC","2017","33.333",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Seychelles","SYC","2016","42.424",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Seychelles","SYC","2015","18.750",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Seychelles","SYC","2011","0.000",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sierra Leone","SLE","2000","41.176",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Singapore","SGP","2017","32.222",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Singapore","SGP","2016","33.208",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sint Maarten (Dutch part)","SXM","2015","75.000",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2017","12.182",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2015","12.386",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2014","15.337",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2013","12.432",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2012","12.859",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2011","11.997",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2010","11.719",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2009","10.521",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2008","12.215",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2007","11.295",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2006","14.826",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2005","13.224",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2004","15.813",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2003","13.925",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2002","12.595",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2001","12.096",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","2000","12.081",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovak Republic","SVK","1999","14.109",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2017","14.085",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2015","16.847",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2014","14.488",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2013","11.952",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2012","13.281",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2011","7.797",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2010","10.151",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2009","7.902",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2008","9.295",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2007","6.940",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2006","6.584",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2005","11.790",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2004","5.988",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2003","11.950",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2002","8.333",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","2001","10.667",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Slovenia","SVN","1999","8.065",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","South Africa","ZAF","2017","38.425",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","South Africa","ZAF","2016","36.990",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","South Africa","ZAF","2015","39.178",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","South Africa","ZAF","2014","39.700",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2017","12.974",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2016","14.024",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2015","14.465",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2014","14.722",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2013","15.203",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2012","15.604",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2011","17.407",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2010","16.766",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2009","17.376",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2008","18.212",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2007","19.856",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2006","20.696",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2005","21.398",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2004","22.839",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2003","23.539",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2002","24.367",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2001","24.110",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","2000","24.272",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Spain","ESP","1999","26.599",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sri Lanka","LKA","2018","37.643",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sri Lanka","LKA","2017","38.897",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sri Lanka","LKA","2016","44.980",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sri Lanka","LKA","2015","43.234",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sudan","SDN","2012","53.782",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2017","30.238",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2016","28.174",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2015","27.846",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2013","25.644",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2012","26.064",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2011","20.206",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2010","18.805",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2009","21.930",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2008","22.791",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2007","25.777",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2006","28.097",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2005","31.980",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2004","35.281",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2003","40.163",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2002","41.905",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2001","40.715",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","2000","44.746",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Sweden","SWE","1999","34.262",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2017","9.932",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2016","8.861",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2015","11.187",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2014","10.041",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2013","8.247",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2011","9.357",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2010","12.337",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2009","12.750",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2008","10.627",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2007","10.879",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2006","11.523",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2005","13.795",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2004","11.582",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2003","11.429",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2002","14.162",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2001","13.802",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","2000","16.605",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Switzerland","CHE","1999","14.179",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Syrian Arab Republic","SYR","2016","57.313",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Thailand","THA","2016","47.854",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Thailand","THA","2015","50.555",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Tunisia","TUN","2018","55.641",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Tunisia","TUN","2016","55.467",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Tunisia","TUN","2015","54.097",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Tunisia","TUN","2012","46.508",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","2014","34.460",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","2012","33.443",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","2011","33.028",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","2010","33.160",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","2009","33.097",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","2008","35.618",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","2007","37.942",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","2006","41.274",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","2005","38.595",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","2004","35.961",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","2003","31.482",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","2002","30.122",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","2001","28.047",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","2000","28.718",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Turkiye","TUR","1999","26.293",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Uganda","UGA","2004","30.097",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Uganda","UGA","2000","16.667",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Uganda","UGA","1999","16.667",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ukraine","UKR","2018","17.463",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ukraine","UKR","2017","19.311",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ukraine","UKR","2016","19.965",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ukraine","UKR","2015","20.773",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Ukraine","UKR","2012","24.138",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Arab Emirates","ARE","2017","55.391",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Arab Emirates","ARE","2016","57.782",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Arab Emirates","ARE","2015","50.558",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Arab Emirates","ARE","2012","61.143",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Arab Emirates","ARE","2011","53.647",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2016","19.385",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2015","19.273",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2014","18.809",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2013","19.246",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2012","18.795",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2011","18.749",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2010","18.665",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2009","19.394",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2008","20.685",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2007","20.675",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2006","22.036",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2005","23.485",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2004","24.565",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2003","25.302",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2002","25.752",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2001","25.442",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","2000","24.607",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United Kingdom","GBR","1999","27.281",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United States","USA","2016","23.609",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United States","USA","2015","22.864",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United States","USA","2014","21.005",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United States","USA","2013","20.932",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United States","USA","2012","21.265",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United States","USA","2011","21.639",""
